Career_ID,Category,Career_Name,Min_Education,Preferred_Stream,Required_Degree,Entrance_Exams,Duration_Years,Key_Technical_Skills,Key_Soft_Skills,Entry_Salary_LPA,Mid_Salary_LPA,Senior_Salary_LPA,Job_Outlook,Top_Recruiters_India
C217,Agriculture,Plant Pathologist,Master's/PhD,Science Botany/Biotech,BSc + MSc Plant Pathology,ICAR/entrance,6-9,"Disease Identification, Plant Protection, Research, Lab Work","Analytical, Research",0.4-0.9,0.9-1.6,1.6-2.4,Good,"Research institutes, agri universities"
C218,Agriculture,Entomologist,Master's/PhD,Science Zoology/Biotech,BSc + MSc Entomology,ICAR/entrance,6-9,"Insect Study, Pest Management, Research, Biological Control","Analytical, Observation",0.4-0.9,0.9-1.6,1.6-2.4,Good,"Research institutes, pest control, agri"
C219,Agriculture,Seed Technologist,Bachelor's,Science Agriculture/Biotech,BSc Seed Technology,ICAR/entrance,4-5,"Seed Production, Testing, Processing, Certification","Quality focus, Detail-oriented",0.3-0.7,0.7-1.2,1.2-1.8,Good,"Seed companies, certification agencies"
C220,Agriculture,Poultry Farmer,Diploma/Training,10th/12th pass,Poultry training,Experience,0.5-2,"Poultry Management, Bird Health, Feed Formulation, Marketing","Business sense, Animal care",1-3,3-6,6-12,Growing,"Self, poultry companies, contract farming"
C221,Agriculture,Dairy Farmer,Diploma/Training,10th/12th pass,Dairy farming training,Experience,0.5-2,"Animal Husbandry, Milk Production, Cattle Health, Feed Management","Animal care, Business sense",1-3,3-6,6-12,Growing,"Self, dairy cooperatives (Amul, Nandini)"
C222,Agriculture,Fisheries Officer,Bachelor's,Science PCB/Biotech,BSc Fisheries,ICAR/State exam,4-5,"Fish Farming, Hatchery Management, Fishery Extension","Practical, Environmental awareness",0.4-0.8,0.8-1.3,1.3-2.0,Good,"Fisheries dept, fish farms, research"
C223,Agriculture,Sericulturist,Diploma/Degree,Science PCB/Biotech,Diploma/Degree in Sericulture,University/entrance,3-5,"Silk Farming, Mulberry Cultivation, Silkworm Rearing","Patience, Observation",0.3-0.6,0.6-1.1,1.1-1.6,Stable,"Sericulture dept, silk boards, self"
C224,Agriculture,Organic Farming Consultant,Bachelor's,Science Agriculture,BSc Agriculture + organic cert,Experience,4-6,"Organic Practices, Certification, Farm Planning, Training","Sustainability focus, Communication",0.3-0.7,0.7-1.4,1.4-2.2,Growing,"Organic farms, NGOs, certification bodies"
C225,Agriculture,Food Technologist,Bachelor's,Science PCB/Chemistry,BSc Food Technology,ICAR/entrance,4-5,"Food Processing, Quality Control, Product Development, Safety","Analytical, Hygiene focus",2-4,4-7,7-12,Good,"Food companies (Britannia, Nestle, Amul, ITC)"
C226,Hospitality,Hotel Manager,Diploma/Degree,Any stream,IHM degree/NCHMCT,NCHMCT JEE,3-4,"Hotel Operations, Front Office, F&B, Finance, Staff Management","Leadership, Customer focus",3-6,6-12,12-20,Good,"Taj, Oberoi, ITC, Marriott, Hyatt, Leela"
C227,Hospitality,Executive Chef,Diploma/Degree,Any stream,IHM degree + experience,NCHMCT JEE,4-6 + exp,"Culinary Arts, Menu Planning, Kitchen Management, Food Costing","Creativity, Leadership",4-8,8-16,16-30,Good,"5-star hotels, fine dining, cruise ships"
C228,Hospitality,Sous Chef,Diploma/Degree,Any stream,IHM degree,NCHMCT JEE,3-4 + exp,"Cooking, Kitchen Supervision, Inventory, Quality Control","Leadership, Creativity",3-5,5-9,9-14,Good,"Hotels, restaurants, catering"
C229,Hospitality,Restaurant Manager,Diploma/Degree,Any stream,IHM degree/HM,Institute,3-4,"Restaurant Operations, Staff Management, Customer Service, Inventory","Leadership, Customer focus",2-5,5-9,9-15,Good,"Restaurant chains (Specialty, Barbeque Nation), hotels"
C230,Hospitality,F&B Manager,Diploma/Degree,Any stream,IHM degree,NCHMCT JEE,3-4,"F&B Operations, Menu Planning, Inventory, Staff Training, Budget","Organization, Customer focus",3-6,6-10,10-16,Good,"Hotels, cruise lines, airlines, catering"
C231,Hospitality,Front Office Manager,Diploma/Degree,Any stream,IHM degree,NCHMCT JEE,3-4,"Front Desk, Reservations, Guest Relations, Communication","Hospitality, Problem-solving",2-5,5-8,8-13,Good,"Hotels, resorts, business centers"
C232,Hospitality,Housekeeping Manager,Diploma/Degree,Any stream,IHM degree,NCHMCT JEE,3-4,"Housekeeping Operations, Staff Management, Inventory, Quality","Organization, Attention to detail",2-4,4-7,7-11,Good,"Hotels, hospitals, facility management"
C233,Hospitality,Banquet Manager,Diploma/Degree,Any stream,IHM degree,NCHMCT JEE,3-4,"Event Planning, Banquet Operations, Client Handling, Coordination","Organization, Communication",2-5,5-9,9-14,Good,"Hotels, convention centers, banquet halls"
C234,Hospitality,Catering Manager,Diploma/Degree,Any stream,IHM degree/Nutrition,Institute,3-4,"Catering Operations, Menu Planning, Logistics, Client Management","Organization, Business sense",2-5,5-9,9-14,Good,"Catering companies, corporate, institutions"
C235,Hospitality,Travel Agent,Diploma/Degree,Any stream,Travel & Tourism diploma,Institute,1-2,"Travel Booking, Itinerary Planning, Destination Knowledge, CRS","Customer service, Sales",2-4,4-7,7-10,Stable,"Travel agencies (Thomas Cook, SOTC, MakeMyTrip)"
C236,Hospitality,Tour Guide,Diploma/Certificate,Any stream,Tour Guide certification,Dept of Tourism,0.5-1,"Local History, Culture, Language, Storytelling, Customer Service","Communication, Enthusiasm",1-3,3-6,6-10,Good,"Tour operators, freelance, monuments"
C237,Hospitality,Flight Attendant,12th/Graduate,Any stream,12th/Graduate + training,Airline recruitment,0.5-1,"Safety Procedures, First Aid, Customer Service, Grooming","Communication, Poise, Empathy",5-8,8-12,12-18,Good,"Air India, IndiGo, SpiceJet, Vistara, Emirates"
C238,Hospitality,Ground Staff,12th/Graduate,Any stream,12th/Graduate + training,Airport recruitment,0.5-1,"Check-in, Boarding, Baggage Handling, Customer Service","Efficiency, Communication",3-5,5-8,8-12,Good,"Airports, airlines, ground handling agencies"
C239,Hospitality,Travel Consultant,Bachelor's,Any stream,Travel & Tourism degree,Institute,3-4,"Travel Planning, Booking, Destination Knowledge, CRM","Sales, Customer service",2-5,5-8,8-12,Good,"Travel agencies, corporate travel desks"
C240,Hospitality,Event Manager,Graduate,Any stream,Event Management degree,Institute,3-4,"Event Planning, Vendor Management, Budgeting, Coordination","Organization, Creativity, Networking",2-5,5-10,10-18,Good,"Event companies (Wizcraft, E-factor), hotels, self"
C241,Sports,Professional Athlete (Cricket),Training,Athletic background,Academy training,Trials/domestic,5-10,"Sport-specific Skills, Fitness, Strategy, Mental Toughness","Discipline, Teamwork, Focus",5-20,20Cr-5Cr,5Cr+,Competitive,"BCCI, IPL teams, state associations"
C242,Sports,Professional Athlete (Football),Training,Athletic background,Academy training,Trials,5-10,"Football Skills, Fitness, Tactics, Team Play","Discipline, Teamwork",2-10,10-50L,50L-2Cr,Growing,"ISL teams, state associations, AIFF"
C243,Sports,Professional Athlete (Badminton),Training,Athletic background,Academy training,Trials/rankings,5-10,"Badminton Skills, Fitness, Strategy, Mental Strength","Discipline, Focus",2-10,10-50L,50L-2Cr,Growing,"BAI, PBL teams, state associations"
C244,Sports,Professional Athlete (Tennis),Training,Athletic background,Academy training,Rankings/trials,5-15,"Tennis Skills, Fitness, Mental Game, Strategy","Discipline, Independence",2-20,20L-1Cr,1Cr+,Stable,"AITA, private sponsors, international"
C245,Sports,Sports Coach,Bachelor's + Coaching cert,Athletic background,NIS diploma/BPEd,NIS entrance,4-6,"Sport Expertise, Coaching Methods, Fitness Training, Strategy","Leadership, Motivation",3-6,6-12,12-20,Good,"Sports authorities, academies, schools, clubs"
C246,Sports,Physical Education Teacher,Bachelor's + BPEd,Any stream,BPEd/MPEd,University/state,4-6,"Physical Training, Sports Coaching, Fitness Assessment, Health Ed","Motivation, Communication",0.3-0.6,0.6-1.0,1.0-1.5,Good,"Schools, colleges, institutions"
C247,Sports,Fitness Trainer,Diploma/Certificate,Any stream,Personal Training cert,Institute cert,0.5-1,"Exercise Programming, Nutrition Basics, Client Assessment, Motivation","Communication, Motivation",1-4,4-8,8-15,Good,"Gyms (Cult, Gold's Gym, Talwalkars), self"
C248,Sports,Yoga Teacher,Training,Any stream,Yoga Teacher Training (YTT),Yoga Alliance/Institute,0.5-1,"Yoga Asanas, Pranayama, Meditation, Anatomy","Patience, Communication",1-4,4-8,8-15,Good,"Yoga studios, wellness centers, self, online"
C249,Sports,Sports Psychologist,Master's,Psychology,MA/MSc Sports Psych,Entrance,5-7,"Mental Training, Counseling, Performance Enhancement, Assessment","Empathy, Communication",0.4-0.8,0.8-1.5,1.5-2.5,Growing,"Sports authorities, academies, teams"
C250,Sports,Sports Physiotherapist,Master's,Science PCB,MPT Sports,NEET-PG/entrance,5-7,"Sports Injury Management, Rehabilitation, Taping, Manual Therapy","Empathy, Physical stamina",0.4-0.9,0.9-1.8,1.8-3.0,Growing,"Sports teams, academies, rehabilitation centers"
C251,Sports,Sports Nutritionist,Master's,Science PCB/Nutrition,MSc Sports Nutrition,Entrance,5-7,"Diet Planning for Athletes, Supplement Knowledge, Performance Nutrition","Analytical, Communication",0.4-0.8,0.8-1.6,1.6-2.5,Growing,"Sports teams, academies, fitness centers"
C252,Sports,Sports Journalist,Bachelor's,Any (English preferred),BA Journalism,University,3-4,"Sports Writing, Reporting, Interviewing, Broadcasting","Passion for sports, Communication",2-5,5-8,8-12,Good,"Sports channels, newspapers, digital platforms"
C253,Sports,Sports Commentator,Bachelor's,Any stream,Any degree + sports knowledge,Network/experience,5-8,"Commentary, Sports Knowledge, Voice, Live Presentation","Articulation, Passion",3-8,8-15,15-25,Good,"Sports channels (Star Sports, Sony Ten), radio"
C254,Sports,Umpire/Referee,Training,Athletic background,Officiating certification,Board/association,2-5,"Rules Knowledge, Decision-making, Positioning, Game Management","Judgment, Confidence",2-6,6-12,12-20,Good,"BCCI, AIFF, state associations, international"
C255,Sports,Sports Manager,Bachelor's/MBA,Any stream,Sports Management degree,University,4-6,"Team Management, Event Planning, Sponsorship, Marketing","Organization, Networking",3-7,7-14,14-22,Growing,"Sports leagues (IPL, ISL), agencies, teams"
C256,Social Work,Social Worker (NGO),Bachelor's,Any stream,BSW/MSW,TISS/entrance,4-6,"Community Organizing, Counseling, Project Management, Advocacy","Empathy, Patience, Communication",2-4,4-7,7-10,Stable,"NGOs (Pratham, CRY, Goonj), development sector"
C257,Social Work,Community Organizer,Bachelor's,Any stream,Social Work degree,Experience,4-5,"Community Mobilization, Advocacy, Event Planning, Networking","Leadership, Empathy",2-4,4-6,6-9,Stable,"NGOs, community-based orgs, govt programs"
C258,Social Work,Child Rights Activist,Master's,Any stream,MSW + child rights focus,Experience,5-7,"Child Protection, Advocacy, Policy, Counseling","Passion, Patience",2-5,5-8,8-12,Stable,"Child rights NGOs (CRY, Save Children), UNICEF"
C259,Social Work,Women's Rights Activist,Master's,Any stream,MSW + gender studies,Experience,5-7,"Gender Issues, Advocacy, Counseling, Legal Awareness","Empathy, Courage",2-5,5-8,8-12,Stable,"Women's orgs (Sewa, Snehalaya), govt, UN"
C260,Social Work,Environmental Activist,Master's,Environmental Science,Environmental degree + activism,Experience,5-8,"Environmental Issues, Campaigning, Advocacy, Research","Passion, Communication",2-5,5-8,8-12,Growing,"Greenpeace, CSE, WWF, local environmental groups"
C261,Social Work,Human Rights Advocate,Master's,Law/Social Work,LLB/MSW + HR focus,Experience,5-8,"Human Rights Law, Advocacy, Documentation, Campaigning","Courage, Empathy",2-5,5-9,9-14,Stable,"Human rights orgs (PUCL, Amnesty), UN"
C262,Social Work,Disaster Management Specialist,Master's,Any stream,Disaster Management degree,Experience,5-7,"Disaster Response, Relief Operations, Risk Assessment, Planning","Calm under pressure, Organization",3-6,6-10,10-16,Growing,"NDMA, SDMA, NGOs (Goonj), international agencies"
C263,Social Work,Rehabilitation Counselor,Master's,Psychology/Social Work,MA/MSc Rehabilitation,Entrance,5-7,"Counseling, Rehabilitation Planning, Assessment, Therapy","Empathy, Patience",2-5,5-8,8-12,Good,"Rehab centers, hospitals, NGOs"
C264,Social Work,De-addiction Counselor,Master's,Psychology/Social Work,MA/MSc Counseling,Experience/training,5-7,"Addiction Counseling, Therapy, Relapse Prevention, Group Sessions","Empathy, Non-judgmental",2-5,5-8,8-12,Growing,"De-addiction centers, NGOs, hospitals"
C265,Social Work,Corporate Social Responsibility Manager,Bachelor's/MBA,Any stream,MBA/CSR experience,Corporate recruitment,5-8,"CSR Strategy, Project Management, Stakeholder Engagement, Reporting","Strategic thinking, Empathy",4-8,8-15,15-22,Growing,"Corporates, CSR foundations, consulting"
C266,Social Work,Philanthropy Advisor,Master's,Any stream,Development Management,Experience,6-9,"Grant-making, Due Diligence, Strategy, Impact Assessment","Analytical, Ethics",5-10,10-18,18-28,Growing,"Philanthropic foundations, family offices"
C267,Social Work,International Development Worker,Master's,Any stream,Development Studies,Experience,6-8,"Project Management, Cross-cultural Communication, Monitoring, Reporting","Adaptability, Patience",3-7,7-13,13-20,Stable,"UN agencies, INGOs, bilateral aid orgs"
C268,Social Work,Policy Analyst (Social),Master's,Public Policy/Social Work,MPP/MSW,Entrance/experience,5-7,"Policy Research, Data Analysis, Writing, Advocacy","Analytical, Communication",4-8,8-14,14-22,Growing,"Think tanks (CPR, PRS), govt, research orgs"
C269,Social Work,Fundraiser (NGO),Bachelor's,Any stream,Any degree + fundraising,Experience,4-6,"Fundraising Strategy, Donor Relations, Grant Writing, Events","Persuasion, Networking",2-5,5-9,9-14,Growing,"NGOs, foundations, social enterprises"
C270,Social Work,Volunteer Coordinator,Bachelor's,Any stream,Social Work degree,Experience,4-5,"Volunteer Management, Training, Scheduling, Communication","Organization, Interpersonal",2-4,4-7,7-10,Stable,"NGOs, non-profits, community orgs"
C271,Science,Space Scientist,Master's/PhD,Science PCM,BSc + MSc/PhD,ISRO/GATE/entrance,7-12,"Astrophysics, Rocket Science, Satellite Tech, Remote Sensing","Analytical, Precision",0.8-1.5,1.8-2.8,3.0-4.5,Excellent,"ISRO centers (VSSC, SAC, URSC), DRDO"
C272,Science,Physicist,Master's/PhD,Science PCM,BSc + MSc/PhD,JAM/GATE,7-10,"Physics Research, Experimentation, Data Analysis, Theoretical Modeling","Analytical, Curiosity",0.5-1.2,1.2-2.2,2.2-3.5,Good,"Research labs (TIFR, IISc, IITs, BARC)"
C273,Science,Chemist,Master's/PhD,Science PCM/Chemistry,BSc + MSc/PhD,JAM/GATE,7-10,"Chemical Analysis, Synthesis, Lab Techniques, Research","Precision, Analytical",0.5-1.0,1.0-2.0,2.0-3.0,Good,"Research institutes, pharma, chemical industry"
C274,Science,Biologist,Master's/PhD,Science PCB/Biotech,BSc + MSc/PhD,JAM/entrance,7-10,"Lab Research, Field Studies, Data Analysis, Scientific Writing","Observation, Patience",0.5-1.0,1.0-2.0,2.0-3.0,Good,"Research labs, biotech companies, conservation"
C275,Science,Marine Biologist,Master's/PhD,Science PCB,BSc + MSc Marine Biology,JAM/entrance,7-10,"Marine Research, Field Surveys, Lab Analysis, Conservation","Curiosity, Physical stamina",0.4-0.9,0.9-1.8,1.8-2.8,Niche,"Research institutes, conservation orgs, aquariums"
C276,Science,Wildlife Biologist,Master's/PhD,Science PCB/Botany/Zoology,BSc + MSc Wildlife,JAM/entrance,7-10,"Wildlife Research, Field Surveys, Conservation, Camera Trapping","Patience, Observation",0.4-0.9,0.9-1.8,1.8-2.8,Good,"Wildlife institutes (WII), NGOs, forest dept"
C277,Science,Environmental Scientist,Master's/PhD,Science PCB/Environmental,BSc + MSc Env Science,JAM/entrance,7-10,"Environmental Monitoring, Impact Assessment, Lab Analysis, Research","Analytical, Environmental passion",0.4-0.9,0.9-1.8,1.8-2.8,Growing,"CPCB, NGOs, consultancies, research orgs"
C278,Science,Geologist,Master's/PhD,Science PCM/Geology,BSc + MSc Geology,JAM/GATE,7-10,"Geological Surveys, Mineral Exploration, Mapping, Lab Analysis","Observation, Analytical",0.5-1.2,1.2-2.2,2.2-3.2,Good,"GSI, ONGC, mining companies, research"
C279,Science,Meteorologist,Master's/PhD,Science PCM/Maths,BSc + MSc Meteorology,JAM/IMD exam,7-10,"Weather Forecasting, Climate Modeling, Data Analysis, Radar","Analytical, Patience",0.5-1.0,1.0-2.0,2.0-3.0,Good,"IMD, IITM, research orgs, aviation"
C280,Science,Research Scientist (Biotech),PhD,Science Biotech/Biochem,BSc + MSc + PhD,JAM/GATE,8-12,"Molecular Biology, Lab Techniques, Research, Publication","Precision, Persistence",0.8-1.5,1.5-2.8,2.8-4.5,Good,"Biotech companies, research labs (DBT, ICGEB)"
C281,Science,Food Scientist,Master's,Science PCB/Chemistry,BSc + MSc Food Science,JAM/entrance,5-7,"Food Analysis, Product Development, Quality Control, Safety","Analytical, Innovation",0.4-0.9,0.9-1.8,1.8-2.6,Good,"Food industry (Nestle, Britannia, Amul), research"
C282,Science,Forensic Scientist,Master's,Science PCB/Chemistry,BSc + MSc Forensic Science,Entrance/experience,5-7,"Crime Scene Analysis, Lab Testing, Evidence Handling, Report Writing","Precision, Analytical",0.4-0.9,0.9-1.8,1.8-2.6,Good,"Forensic labs, CBI, police, private labs"
C283,Science,Archaeologist,Master's/PhD,History/Anthropology,BA + MA Archaeology,Entrance/experience,6-10,"Excavation, Artifact Analysis, Dating Techniques, Research","Patience, Observation",0.4-0.8,0.8-1.5,1.5-2.2,Stable,"ASI, universities, research institutes"
C284,Science,Anthropologist,Master's/PhD,Anthropology,BA + MA Anthropology,Entrance/experience,6-10,"Field Research, Cultural Documentation, Human Evolution, Ethnography","Observation, Patience",0.4-0.8,0.8-1.5,1.5-2.2,Stable,"Research institutes, museums, NGOs"
C285,Science,Linguist,Master's/PhD,Languages/Linguistics,BA + MA Linguistics,Entrance/experience,6-10,"Language Analysis, Phonetics, Syntax, Fieldwork, Documentation","Analytical, Patience",0.4-0.8,0.8-1.5,1.5-2.2,Stable,"Universities, research, language tech, translation"
C286,Retail,Store Manager,Bachelor's,Any stream,Any degree + retail exp,Retail recruitment,4-6,"Store Operations, Inventory Management, Sales, Staff Management","Leadership, Customer focus",2-5,5-9,9-15,Good,"Retail chains (Reliance Retail, DMart, Shoppers Stop)"
C287,Retail,Visual Merchandiser,Diploma,Any stream,Fashion/Retail diploma,Institute,2-3,"Display Design, Window Dressing, Color Theory, Product Placement","Creativity, Trend awareness",2-4,4-7,7-11,Good,"Retail brands, department stores, boutiques"
C288,Retail,Buyer (Retail),Bachelor's,Any stream,BBA/Retail management,Experience,4-6,"Sourcing, Negotiation, Product Selection, Trend Analysis","Business sense, Negotiation",3-6,6-11,11-18,Good,"Retail chains, e-commerce, department stores"
C289,Retail,Merchandiser,Bachelor's,Any stream,BBA/Retail/Fashion,Institute,3-4,"Merchandising, Inventory Planning, Sales Analysis, Vendor Management","Analytical, Organization",2-5,5-9,9-14,Good,"Apparel brands, retail, export houses"
C290,Retail,E-commerce Manager,Bachelor's,Any stream,BBA/MBA,CAT/experience,4-6,"E-commerce Strategy, Online Sales, Marketplace Management, Digital Marketing","Strategic, Data-driven",4-8,8-16,16-25,Excellent,"Amazon, Flipkart, Myntra, Ajio, Nykaa"
C291,Retail,Category Manager,Bachelor's/MBA,Any stream,MBA,CAT/experience,5-8,"Category Strategy, P&L Management, Vendor Relations, Sales Analysis,"Strategic, Analytical",6-12,12-22,22-35,Excellent,"E-commerce (Amazon, Flipkart), retail chains"
C292,Retail,Supply Chain Manager,Master's,Any stream,SCM degree/MBA,Entrance/experience,5-7,"Logistics, Inventory, Demand Planning, Warehousing, Transport","Analytical, Problem-solving",4-8,8-16,16-25,Good,"All product companies, e-commerce, 3PL"
C293,Retail,Logistics Coordinator,Bachelor's,Any stream,BBA/Logistics,Institute,3-4,"Shipment Tracking, Documentation, Coordination, Inventory","Organization, Communication",2-4,4-7,7-11,Good,"Logistics firms (Gati, DTDC, Blue Dart), companies"
C294,Retail,Demand Planner,Master's,Any stream,Supply Chain/Statistics,Experience,4-6,"Demand Forecasting, Data Analysis, Inventory Planning, Excel","Analytical, Detail-oriented",3-6,6-11,11-16,Good,"FMCG, retail, e-commerce, manufacturing"
C295,Retail,Quality Assurance (Retail),Bachelor's,Any stream,Any degree + QA training,Experience,4-5,"Product Inspection, Quality Standards, Vendor Audits, Compliance","Attention to detail, Integrity",2-4,4-7,7-11,Good,"Retail chains, import-export, manufacturing"
C296,Retail,Customer Service Manager,Bachelor's,Any stream,Any degree + experience,Internal promotion,5-7,"Customer Service, Team Management, Complaint Resolution, Training","Patience, Communication, Leadership",2-5,5-9,9-15,Good,"Retail, e-commerce, call centers, hospitality"
C297,Retail,Sales Associate,12th/Graduate,Any stream,12th/Graduate,Walk-in,0-2,"Sales, Product Knowledge, Customer Service, POS","Communication, Persuasion",1-3,3-5,5-8,Stable,"All retail stores, showrooms, malls"
C298,Retail,Retail Operations Manager,Bachelor's,Any stream,BBA/MBA,Internal/experience,5-8,"Operations, Process Improvement, Store Openings, Compliance","Leadership, Efficiency",4-8,8-15,15-22,Good,"Retail chains, franchise networks"
C299,Retail,Private Label Manager,Bachelor's/MBA,Any stream,MBA Marketing,Experience,5-8,"Product Development, Sourcing, Branding, P&L Management","Strategic, Entrepreneurial",5-10,10-18,18-28,Good,"E-commerce, retail chains, FMCG"
C300,Retail,Retail Trainer,Bachelor's,Any stream,Training certification + exp,Experience,4-7,"Training Delivery, Content Development, Sales Coaching, Assessment","Communication, Patience",3-6,6-10,10-15,Good,"Retail chains, training institutes, consultancies"
